NEW,P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,15.59,2020-07-05,23.89,53.24,81.0,2020-03-11,15.5,OPEN,-0.58,-3.0,30.0,-1.0
-,ASX-A2M,2020-01-22,15.59,2020-10-24,34.02,118.22,108.0,2020-03-11,15.5,OPEN,-0.58,-3.0,18.0,-0.0
-,0175.HK,2020-01-22,14.1,2020-11-15,18.96,34.47,29.0,2020-03-11,13.4,OPEN,-4.96,-26.0,16.0,-14.0
-,NFLX,2020-01-23,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,15.31,2020-08-10,19.97,30.44,38.0,2020-03-11,15.5,OPEN,1.24,7.0,24.0,4.0
-,ASX-NAN,2020-01-28,6.83,2020-12-18,9.64,41.14,32.0,2020-03-11,5.8,OPEN,-15.08,-88.0,13.0,-37.0
-,0268.HK,2020-01-29,8.71,2020-09-12,11.65,33.75,37.0,2020-03-11,9.22,OPEN,5.86,35.0,19.0,17.0
-,NFLX,2020-01-30,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,12.54,2020-10-23,18.85,50.32,48.0,2020-03-11,13.4,OPEN,6.86,43.0,15.0,14.0
-,2208.HK,2020-01-31,8.23,2020-12-26,10.94,32.93,25.0,2020-03-11,7.34,OPEN,-10.81,-68.0,12.0,-33.0
-,0175.HK,2020-01-31,12.54,2020-11-24,16.86,34.45,29.0,2020-03-11,13.4,OPEN,6.86,43.0,13.0,20.0
-,AMZN,2020-01-31,2008.72,2020-08-08,2650.71,31.96,42.0,2020-03-10,1891.82,OPEN,-5.82,-38.0,21.0,-18.0
-,0857.HK,2020-02-03,3.38,2020-10-30,5.39,59.47,56.0,2020-03-11,2.73,OPEN,-19.23,-131.0,14.0,-32.0
-,0175.HK,2020-02-03,12.6,2020-10-26,18.94,50.32,48.0,2020-03-11,13.4,OPEN,6.35,43.0,14.0,13.0
-,0175.HK,2020-02-03,12.6,2020-11-27,16.94,34.44,29.0,2020-03-11,13.4,OPEN,6.35,43.0,12.0,18.0
-,AMZN,2020-02-03,2004.2,2020-08-13,2651.76,32.31,42.0,2020-03-10,1891.82,OPEN,-5.61,-39.0,19.0,-17.0
-,LULU,2020-02-03,246.37,2020-10-15,324.81,31.84,31.0,2020-03-10,203.81,OPEN,-17.27,-121.0,14.0,-54.0
