NEW,P.SYMBOL,P.DATE,CURRENCY,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,NFLX,2020-01-23,USD,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,NFLX,2020-01-30,USD,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,AMZN,2020-01-31,USD,2008.72,2020-08-08,2650.71,31.96,42.0,2020-06-02,2472.41,OPEN,23.08,47.0,65.0,72.0
-,AMZN,2020-02-03,USD,2004.2,2020-08-13,2651.76,32.31,42.0,2020-06-02,2472.41,OPEN,23.36,49.0,62.0,72.0
-,LULU,2020-02-03,USD,246.37,2020-10-15,324.81,31.84,31.0,2020-06-02,312.3,OPEN,26.76,56.0,47.0,84.0
-,MA,2020-02-04,USD,329.12,2020-11-19,428.09,30.07,26.0,2020-06-02,303.59,OPEN,-7.76,-16.0,41.0,-26.0
-,V,2020-02-10,USD,205.99,2020-12-25,274.44,33.23,26.0,2020-06-02,196.36,OPEN,-4.67,-10.0,35.0,-14.0
-,V,2020-02-14,USD,210.29,2020-12-25,282.73,34.45,28.0,2020-06-02,196.36,OPEN,-6.62,-15.0,35.0,-19.0
-,MA,2020-02-28,USD,290.25,2020-11-21,394.74,36.0,34.0,2020-06-02,303.59,OPEN,4.6,12.0,36.0,13.0
-,MA,2020-02-28,USD,290.25,2021-02-06,405.94,39.86,29.0,2020-06-02,303.59,OPEN,4.6,12.0,28.0,12.0
-,LULU,2020-03-02,USD,228.9,2021-02-24,338.15,47.73,34.0,2020-06-02,312.3,OPEN,36.44,100.0,26.0,76.0
-,XAR,2020-03-02,USD,102.75,2020-12-20,140.68,36.91,32.0,2020-06-02,90.38,OPEN,-12.04,-33.0,31.0,-33.0
-,XAR,2020-03-02,USD,102.75,2020-08-26,137.55,33.87,48.0,2020-06-02,90.38,OPEN,-12.04,-33.0,52.0,-36.0
-,AMZN,2020-03-02,USD,1953.95,2021-01-24,3154.85,61.46,47.0,2020-06-02,2472.41,OPEN,26.53,73.0,28.0,43.0
-,LULU,2020-03-02,USD,228.9,2021-02-16,353.1,54.26,39.0,2020-06-02,312.3,OPEN,36.44,100.0,26.0,67.0
-,MA,2020-03-02,USD,306.74,2020-11-24,417.17,36.0,34.0,2020-06-02,303.59,OPEN,-1.03,-3.0,34.0,-3.0
-,MA,2020-03-02,USD,306.74,2021-02-09,429.01,39.86,29.0,2020-06-02,303.59,OPEN,-1.03,-3.0,27.0,-3.0
-,AMZN,2020-03-02,USD,1953.95,2020-12-31,2876.41,47.21,39.0,2020-06-02,2472.41,OPEN,26.53,73.0,30.0,56.0
-,RIO,2020-03-02,USD,48.77,2021-02-24,64.12,31.47,22.0,2020-06-02,55.75,OPEN,14.31,39.0,26.0,45.0
-,RIO,2020-03-02,USD,48.77,2021-01-20,67.83,39.08,30.0,2020-06-02,55.75,OPEN,14.31,39.0,28.0,37.0
-,LULU,2020-03-10,USD,203.81,2021-03-04,302.86,48.6,34.0,2020-06-01,302.86,CLOSED,48.6,148.0,23.0,100.0
-,TSLA,2020-03-10,USD,645.0,2020-12-21,878.88,36.26,32.0,2020-06-01,878.88,CLOSED,36.26,110.0,29.0,100.0
-,XAR,2020-03-10,USD,92.11,2020-09-03,124.05,34.68,49.0,2020-06-02,90.38,OPEN,-1.88,-6.0,47.0,-5.0
-,DIS,2020-03-10,USD,111.46,2020-07-03,146.41,31.36,69.0,2020-06-02,118.75,OPEN,6.54,20.0,73.0,21.0
-,DIS,2020-03-10,USD,111.46,2020-11-18,171.27,53.66,53.0,2020-06-02,118.75,OPEN,6.54,20.0,33.0,12.0
-,AMZN,2020-03-10,USD,1891.82,2021-02-01,3072.69,62.42,48.0,2020-06-02,2472.41,OPEN,30.69,92.0,26.0,49.0
-,LULU,2020-03-10,USD,203.81,2021-02-24,316.19,55.14,40.0,2020-06-02,312.3,OPEN,53.23,160.0,24.0,97.0
-,MA,2020-03-10,USD,280.57,2020-12-02,383.82,36.8,35.0,2020-06-02,303.59,OPEN,8.2,25.0,31.0,22.0
-,MA,2020-03-10,USD,280.57,2021-02-17,394.76,40.7,30.0,2020-06-02,303.59,OPEN,8.2,25.0,24.0,20.0
-,AMZN,2020-03-10,USD,1891.82,2021-01-08,2801.41,48.08,40.0,2020-06-02,2472.41,OPEN,30.69,92.0,28.0,64.0
-,RIO,2020-03-10,USD,45.8,2021-01-28,64.08,39.91,31.0,2020-06-02,55.75,OPEN,21.72,65.0,26.0,54.0
-,LULU,2020-03-13,USD,176.75,2021-03-07,262.65,48.6,34.0,2020-05-21,262.65,CLOSED,48.6,177.0,19.0,100.0
-,LULU,2020-03-13,USD,176.75,2021-02-27,274.21,55.14,40.0,2020-05-22,274.21,CLOSED,55.14,199.0,20.0,100.0
-,NKE,2020-03-13,USD,75.58,2020-12-10,104.01,37.62,35.0,2020-06-02,100.74,OPEN,33.29,104.0,30.0,88.0
-,NKE,2020-03-13,USD,75.58,2020-11-28,103.76,37.28,36.0,2020-06-02,100.74,OPEN,33.29,104.0,31.0,89.0
-,XAR,2020-03-13,USD,80.63,2020-09-06,108.59,34.68,49.0,2020-06-02,90.38,OPEN,12.09,38.0,46.0,35.0
-,FB,2020-03-13,USD,170.28,2020-08-17,246.17,44.57,72.0,2020-06-02,232.72,OPEN,36.67,114.0,52.0,82.0
-,DIS,2020-03-13,USD,102.52,2020-07-06,134.67,31.36,69.0,2020-06-02,118.75,OPEN,15.83,49.0,70.0,50.0
-,DIS,2020-03-13,USD,102.52,2020-11-21,157.53,53.66,53.0,2020-06-02,118.75,OPEN,15.83,49.0,32.0,30.0
-,AMZN,2020-03-13,USD,1785.0,2021-02-04,2899.2,62.42,48.0,2020-06-02,2472.41,OPEN,38.51,120.0,25.0,62.0
-,MA,2020-03-13,USD,270.01,2020-12-05,369.37,36.8,35.0,2020-06-02,303.59,OPEN,12.44,39.0,30.0,34.0
-,MA,2020-03-13,USD,270.01,2021-02-20,379.9,40.7,30.0,2020-06-02,303.59,OPEN,12.44,39.0,24.0,31.0
-,AMZN,2020-03-13,USD,1785.0,2021-01-11,2643.23,48.08,40.0,2020-06-02,2472.41,OPEN,38.51,120.0,27.0,80.0
-,BA,2020-03-13,USD,170.2,2021-02-05,225.94,32.75,25.0,2020-06-02,153.31,OPEN,-9.92,-31.0,25.0,-30.0
-,LULU,2020-03-17,USD,144.88,2021-03-11,215.29,48.6,34.0,2020-04-17,215.29,CLOSED,48.6,395.0,9.0,100.0
-,NKE,2020-03-17,USD,69.84,2020-12-14,96.11,37.61,35.0,2020-05-26,96.11,CLOSED,37.61,135.0,26.0,100.0
-,NKE,2020-03-17,USD,69.84,2020-12-02,95.88,37.29,36.0,2020-05-26,95.88,CLOSED,37.29,134.0,27.0,100.0
-,LULU,2020-03-17,USD,144.88,2021-03-03,224.77,55.14,40.0,2020-04-17,224.77,CLOSED,55.14,448.0,9.0,100.0
-,XAR,2020-03-17,USD,73.49,2020-09-10,98.98,34.68,49.0,2020-06-02,90.38,OPEN,22.98,75.0,44.0,66.0
-,IXN,2020-03-17,USD,174.11,2020-12-05,230.03,32.12,31.0,2020-06-02,223.39,OPEN,28.3,93.0,29.0,88.0
-,ITA,2020-03-17,USD,137.05,2021-02-16,187.48,36.8,28.0,2020-06-02,166.64,OPEN,21.59,71.0,23.0,59.0
-,FB,2020-03-18,USD,146.96,2020-08-22,212.46,44.57,72.0,2020-05-08,212.46,CLOSED,44.57,220.0,32.0,100.0
-,TSLA,2020-03-19,USD,427.64,2020-11-05,621.83,45.41,50.0,2020-04-13,621.83,CLOSED,45.41,458.0,11.0,100.0
-,LULU,2020-03-19,USD,154.86,2021-03-13,230.12,48.6,34.0,2020-04-28,230.12,CLOSED,48.6,306.0,11.0,100.0
-,NKE,2020-03-19,USD,70.34,2020-12-16,96.8,37.62,35.0,2020-05-26,96.8,CLOSED,37.62,139.0,25.0,100.0
-,NKE,2020-03-19,USD,70.34,2020-12-04,96.57,37.29,36.0,2020-05-26,96.57,CLOSED,37.29,138.0,26.0,100.0
-,FB,2020-03-19,USD,153.13,2020-08-23,221.38,44.57,72.0,2020-05-20,221.38,CLOSED,44.57,181.0,39.0,100.0
-,LULU,2020-03-19,USD,154.86,2021-03-05,240.25,55.14,40.0,2020-05-11,240.25,CLOSED,55.14,262.0,15.0,100.0
-,TSLA,2020-03-19,USD,427.64,2020-12-30,582.7,36.26,32.0,2020-04-13,582.7,CLOSED,36.26,366.0,9.0,100.0
-,XAR,2020-03-19,USD,68.35,2020-09-12,92.05,34.67,49.0,2020-06-02,90.38,OPEN,32.23,108.0,42.0,93.0
-,AMZN,2020-03-20,USD,1846.09,2020-09-28,2437.39,32.03,42.0,2020-04-16,2437.39,CLOSED,32.03,299.0,14.0,100.0
-,TSLA,2020-03-23,USD,434.29,2021-01-03,591.76,36.26,32.0,2020-04-13,591.76,CLOSED,36.26,435.0,7.0,100.0
-,NKE,2020-03-24,USD,72.33,2020-12-21,99.54,37.62,35.0,2020-05-27,99.54,CLOSED,37.62,148.0,24.0,100.0
-,NKE,2020-03-24,USD,72.33,2020-12-09,99.3,37.29,36.0,2020-05-27,99.3,CLOSED,37.29,147.0,25.0,100.0
-,BA,2020-03-24,USD,127.68,2021-02-16,169.5,32.75,25.0,2020-03-25,169.5,CLOSED,32.75,8253.0,0.0,100.0
-,XAR,2020-03-24,USD,69.74,2020-09-17,93.93,34.69,49.0,2020-06-02,90.38,OPEN,29.6,107.0,40.0,85.0
-,MA,2020-03-24,USD,237.07,2020-12-16,324.31,36.8,35.0,2020-06-02,303.59,OPEN,28.06,101.0,26.0,76.0
-,MA,2020-03-24,USD,237.07,2021-03-03,333.56,40.7,30.0,2020-06-02,303.59,OPEN,28.06,101.0,20.0,69.0
-,BA,2020-03-25,USD,158.73,2021-02-17,210.71,32.75,25.0,2020-06-02,153.31,OPEN,-3.41,-12.0,21.0,-10.0
-,AMZN,2020-03-27,USD,1900.1,2020-10-07,2512.5,32.23,42.0,2020-05-21,2512.5,CLOSED,32.23,148.0,28.0,100.0
-,MA,2020-03-27,USD,247.65,2021-01-08,323.58,30.66,27.0,2020-06-02,303.59,OPEN,22.59,85.0,23.0,74.0
-,MA,2020-05-19,USD,290.73,2021-03-02,379.87,30.66,27.0,2020-06-02,303.59,OPEN,4.42,80.0,5.0,14.0
