NEW,P.SYMBOL,P.DATE,CURRENCY,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,0700.HK,2020-06-11,HKD,442.4,2021-06-11,648.19,46.52,32.0,2020-06-24,490.8,OPEN,10.94,212.0,4.0,24.0
-,1299.HK,2020-06-11,HKD,71.35,2021-06-11,83.39,16.87,12.0,2020-06-24,75.6,OPEN,5.96,116.0,4.0,35.0
-,1299.HK,2020-06-11,HKD,71.35,2021-06-11,84.2,18.01,12.0,2020-06-24,75.6,OPEN,5.96,116.0,4.0,33.0
-,2382.HK,2020-06-11,HKD,111.5,2021-06-11,169.32,51.86,36.0,2020-06-24,119.8,OPEN,7.44,144.0,4.0,14.0
-,2588.HK,2020-06-11,HKD,50.2,2021-06-11,58.26,16.06,11.0,2020-06-24,49.0,OPEN,-2.39,-46.0,4.0,-15.0
-,0400.HK,2020-06-12,HKD,0.82,2021-06-12,0.99,20.73,14.0,2020-06-17,0.99,CLOSED,20.73,1045.0,1.0,100.0
-,0175.HK,2020-06-12,HKD,11.96,2021-06-12,19.23,60.79,42.0,2020-06-24,12.28,OPEN,2.68,56.0,3.0,4.0
-,0345.HK,2020-06-12,HKD,29.1,2021-06-12,35.01,20.31,14.0,2020-06-24,29.9,OPEN,2.75,58.0,3.0,14.0
-,0345.HK,2020-06-12,HKD,29.1,2021-06-12,34.82,19.66,14.0,2020-06-24,29.9,OPEN,2.75,58.0,3.0,14.0
-,0345.HK,2020-06-12,HKD,29.1,2021-06-12,34.66,19.11,13.0,2020-06-24,29.9,OPEN,2.75,58.0,3.0,14.0
-,0345.HK,2020-06-12,HKD,29.1,2021-06-12,34.82,19.66,14.0,2020-06-24,29.9,OPEN,2.75,58.0,3.0,14.0
-,0435.HK,2020-06-12,HKD,3.92,2021-06-12,4.66,18.88,13.0,2020-06-24,3.87,OPEN,-1.28,-27.0,3.0,-7.0
-,0700.HK,2020-06-12,HKD,441.6,2021-06-12,532.86,20.67,14.0,2020-06-24,490.8,OPEN,11.14,234.0,3.0,54.0
-,1251.HK,2020-06-12,HKD,0.32,2021-06-12,0.43,34.37,24.0,2020-06-24,0.33,OPEN,3.13,66.0,3.0,9.0
-,2588.HK,2020-06-12,HKD,50.3,2021-06-12,61.11,21.49,15.0,2020-06-24,49.0,OPEN,-2.58,-54.0,3.0,-12.0
-,0345.HK,2020-06-15,HKD,28.75,2021-06-15,34.51,20.03,14.0,2020-06-24,29.9,OPEN,4.0,112.0,2.0,20.0
-,0345.HK,2020-06-15,HKD,28.75,2021-06-15,34.41,19.69,14.0,2020-06-24,29.9,OPEN,4.0,112.0,2.0,20.0
-,0700.HK,2020-06-15,HKD,433.6,2021-06-15,654.14,50.86,35.0,2020-06-24,490.8,OPEN,13.19,369.0,2.0,26.0
-,2588.HK,2020-06-15,HKD,48.95,2021-06-15,56.81,16.06,11.0,2020-06-24,49.0,OPEN,0.1,3.0,2.0,1.0
-,0345.HK,2020-06-16,HKD,29.45,2021-06-16,35.34,20.0,14.0,2020-06-24,29.9,OPEN,1.53,48.0,2.0,8.0
-,0345.HK,2020-06-16,HKD,29.45,2021-06-16,35.24,19.66,14.0,2020-06-24,29.9,OPEN,1.53,48.0,2.0,8.0
-,0700.HK,2020-06-16,HKD,448.8,2021-06-16,698.58,55.66,38.0,2020-06-24,490.8,OPEN,9.36,295.0,2.0,17.0
-,0700.HK,2020-06-16,HKD,448.8,2021-06-16,678.43,51.17,35.0,2020-06-24,490.8,OPEN,9.36,295.0,2.0,18.0
-,0700.HK,2020-06-16,HKD,448.8,2021-06-16,698.69,55.68,38.0,2020-06-24,490.8,OPEN,9.36,295.0,2.0,17.0
-,0700.HK,2020-06-16,HKD,448.8,2021-06-16,678.66,51.22,35.0,2020-06-24,490.8,OPEN,9.36,295.0,2.0,18.0
-,0700.HK,2020-06-16,HKD,448.8,2021-06-16,677.08,50.86,35.0,2020-06-24,490.8,OPEN,9.36,295.0,2.0,18.0
-,1299.HK,2020-06-16,HKD,70.65,2021-06-16,83.22,17.79,12.0,2020-06-24,75.6,OPEN,7.01,221.0,2.0,39.0
-,2588.HK,2020-06-16,HKD,51.3,2021-06-16,59.43,15.85,11.0,2020-06-24,49.0,OPEN,-4.48,-141.0,2.0,-28.0
-,2588.HK,2020-06-16,HKD,51.3,2021-06-16,59.53,16.04,11.0,2020-06-24,49.0,OPEN,-4.48,-141.0,2.0,-28.0
-,9988.HK,2020-06-16,HKD,213.2,2021-06-16,245.18,15.0,10.0,2020-06-24,221.4,OPEN,3.85,121.0,2.0,26.0
-,0052.HK,2020-06-17,HKD,17.2,2021-06-17,22.65,31.69,22.0,2020-06-24,16.78,OPEN,-2.44,-88.0,2.0,-8.0
-,0341.HK,2020-06-17,HKD,16.0,2021-06-17,19.97,24.81,17.0,2020-06-24,16.22,OPEN,1.37,49.0,2.0,6.0
-,0345.HK,2020-06-17,HKD,29.65,2021-06-17,35.67,20.3,14.0,2020-06-24,29.9,OPEN,0.84,30.0,2.0,4.0
-,0345.HK,2020-06-17,HKD,29.65,2021-06-17,35.59,20.03,14.0,2020-06-24,29.9,OPEN,0.84,30.0,2.0,4.0
-,0345.HK,2020-06-17,HKD,29.65,2021-06-17,35.47,19.63,14.0,2020-06-24,29.9,OPEN,0.84,30.0,2.0,4.0
-,0345.HK,2020-06-17,HKD,29.65,2021-06-17,35.32,19.12,13.0,2020-06-24,29.9,OPEN,0.84,30.0,2.0,4.0
-,0345.HK,2020-06-17,HKD,29.65,2021-06-17,35.48,19.66,14.0,2020-06-24,29.9,OPEN,0.84,30.0,2.0,4.0
-,0700.HK,2020-06-17,HKD,450.6,2021-06-17,679.68,50.84,35.0,2020-06-24,490.8,OPEN,8.92,321.0,2.0,18.0
-,1299.HK,2020-06-17,HKD,71.9,2021-06-17,84.64,17.72,12.0,2020-06-24,75.6,OPEN,5.15,185.0,2.0,29.0
-,1299.HK,2020-06-17,HKD,71.9,2021-06-17,85.56,19.0,13.0,2020-06-24,75.6,OPEN,5.15,185.0,2.0,27.0
-,1299.HK,2020-06-17,HKD,71.9,2021-06-17,84.3,17.25,12.0,2020-06-24,75.6,OPEN,5.15,185.0,2.0,30.0
-,1299.HK,2020-06-17,HKD,71.9,2021-06-17,84.64,17.72,12.0,2020-06-24,75.6,OPEN,5.15,185.0,2.0,29.0
-,1299.HK,2020-06-17,HKD,71.9,2021-06-17,85.56,19.0,13.0,2020-06-24,75.6,OPEN,5.15,185.0,2.0,27.0
-,0288.HK,2020-06-17,HKD,6.88,2021-06-17,8.2,19.19,13.0,2020-06-24,6.81,OPEN,-1.02,-37.0,2.0,-5.0
-,0345.HK,2020-06-23,HKD,31.75,2021-06-23,39.04,22.96,16.0,2020-06-24,29.9,OPEN,-5.83,-1469.0,0.0,-25.0
-,0345.HK,2020-06-23,HKD,31.75,2021-06-23,38.24,20.44,14.0,2020-06-24,29.9,OPEN,-5.83,-1469.0,0.0,-29.0
-,0345.HK,2020-06-23,HKD,31.75,2021-06-23,38.12,20.06,14.0,2020-06-24,29.9,OPEN,-5.83,-1469.0,0.0,-29.0
-,1299.HK,2020-06-23,HKD,74.9,2021-06-23,88.1,17.62,12.0,2020-06-24,75.6,OPEN,0.93,234.0,0.0,5.0
-,1299.HK,2020-06-23,HKD,74.9,2021-06-23,88.6,18.29,13.0,2020-06-24,75.6,OPEN,0.93,234.0,0.0,5.0
