NEW,P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,EST.PROFITPCT,EST.PROFITPCT252D,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
-,ASX-A2M,2020-01-22,15.59,2020-07-05,23.89,53.24,81.0,2020-04-09,16.92,OPEN,8.53,28.0,47.0,16.0
-,ASX-A2M,2020-01-22,15.59,2020-10-24,34.02,118.22,108.0,2020-04-09,16.92,OPEN,8.53,28.0,28.0,7.0
-,0175.HK,2020-01-22,14.1,2020-11-15,18.96,34.47,29.0,2020-04-09,11.5,OPEN,-18.44,-60.0,26.0,-53.0
-,NFLX,2020-01-23,349.6,2020-08-04,491.61,40.62,53.0,2020-02-17,491.61,CLOSED,40.62,409.0,13.0,100.0
-,ASX-A2M,2020-01-23,15.31,2020-08-10,19.97,30.44,38.0,2020-04-09,16.92,OPEN,10.52,34.0,38.0,35.0
-,ASX-NAN,2020-01-28,6.83,2020-12-18,9.64,41.14,32.0,2020-04-09,6.25,OPEN,-8.49,-30.0,22.0,-21.0
-,0268.HK,2020-01-29,8.71,2020-09-12,11.65,33.75,37.0,2020-04-09,10.22,OPEN,17.34,62.0,31.0,51.0
-,NFLX,2020-01-30,347.74,2020-06-26,495.11,42.38,72.0,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
-,0175.HK,2020-01-31,12.54,2020-10-23,18.85,50.32,48.0,2020-04-09,11.5,OPEN,-8.29,-30.0,26.0,-16.0
-,2208.HK,2020-01-31,8.23,2020-12-26,10.94,32.93,25.0,2020-04-09,7.31,OPEN,-11.18,-41.0,21.0,-34.0
-,0175.HK,2020-01-31,12.54,2020-11-24,16.86,34.45,29.0,2020-04-09,11.5,OPEN,-8.29,-30.0,23.0,-24.0
-,AMZN,2020-01-31,2008.72,2020-08-08,2650.71,31.96,42.0,2020-04-09,2042.76,OPEN,1.69,6.0,36.0,5.0
-,0857.HK,2020-02-03,3.38,2020-10-30,5.39,59.47,56.0,2020-04-09,2.98,OPEN,-11.83,-45.0,24.0,-20.0
-,0175.HK,2020-02-03,12.6,2020-10-26,18.94,50.32,48.0,2020-04-09,11.5,OPEN,-8.73,-33.0,25.0,-17.0
-,0175.HK,2020-02-03,12.6,2020-11-27,16.94,34.44,29.0,2020-04-09,11.5,OPEN,-8.73,-33.0,22.0,-25.0
-,AMZN,2020-02-03,2004.2,2020-08-13,2651.76,32.31,42.0,2020-04-09,2042.76,OPEN,1.92,7.0,34.0,6.0
-,LULU,2020-02-03,246.37,2020-10-15,324.81,31.84,31.0,2020-04-09,203.51,OPEN,-17.4,-66.0,26.0,-55.0
-,0288.HK,2020-02-04,7.45,2020-08-14,11.31,51.81,68.0,2020-04-09,7.82,OPEN,4.97,19.0,34.0,10.0
-,2208.HK,2020-02-04,8.31,2021-01-11,11.08,33.33,25.0,2020-04-09,7.31,OPEN,-12.03,-47.0,19.0,-36.0
-,0175.HK,2020-02-04,12.76,2020-10-27,19.18,50.31,48.0,2020-04-09,11.5,OPEN,-9.87,-38.0,24.0,-20.0
-,2208.HK,2020-02-04,8.31,2020-12-30,11.05,32.97,25.0,2020-04-09,7.31,OPEN,-12.03,-47.0,20.0,-36.0
-,0175.HK,2020-02-04,12.76,2020-11-28,17.16,34.48,29.0,2020-04-09,11.5,OPEN,-9.87,-38.0,22.0,-29.0
-,MA,2020-02-04,329.12,2020-11-19,428.09,30.07,26.0,2020-04-09,269.4,OPEN,-18.15,-70.0,22.0,-60.0
-,0288.HK,2020-02-05,7.66,2020-08-15,11.63,51.83,68.0,2020-04-09,7.82,OPEN,2.09,8.0,33.0,4.0
-,0175.HK,2020-02-05,13.06,2020-10-28,19.63,50.31,48.0,2020-04-09,11.5,OPEN,-11.94,-47.0,24.0,-24.0
-,0175.HK,2020-02-05,13.06,2020-11-29,17.56,34.46,29.0,2020-04-09,11.5,OPEN,-11.94,-47.0,21.0,-35.0
-,ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,38.04,29.0,2020-04-09,6.25,OPEN,-12.59,-50.0,19.0,-33.0
-,ASX-REA,2020-02-07,116.9,2020-08-19,153.45,31.27,41.0,2020-04-09,84.47,OPEN,-27.74,-113.0,32.0,-89.0
-,0753.HK,2020-02-07,6.97,2021-01-30,9.24,32.57,23.0,2020-04-09,5.19,OPEN,-25.54,-104.0,17.0,-78.0
-,V,2020-02-10,205.99,2020-12-25,274.44,33.23,26.0,2020-04-09,173.69,OPEN,-15.68,-67.0,18.0,-47.0
-,ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,48.89,72.0,2020-04-09,16.92,OPEN,13.63,59.0,34.0,28.0
-,V,2020-02-14,210.29,2020-12-25,282.73,34.45,28.0,2020-04-09,173.69,OPEN,-17.4,-80.0,17.0,-51.0
-,ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,53.27,82.0,2020-04-09,16.92,OPEN,7.43,37.0,31.0,14.0
-,ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,118.22,108.0,2020-04-09,16.92,OPEN,7.43,37.0,19.0,6.0
-,0753.HK,2020-02-20,6.98,2021-02-11,9.25,32.52,23.0,2020-04-09,5.19,OPEN,-25.64,-132.0,14.0,-79.0
-,3898.HK,2020-02-20,31.0,2020-11-29,41.29,33.19,30.0,2020-04-09,23.4,OPEN,-24.52,-126.0,17.0,-74.0
